fname,emotion,intensivity,statement,repetition,actor,sex
03-01-07-01-02-01-21,disgust,normal,dogs,1,21,male
03-01-07-01-02-01-22,disgust,normal,dogs,1,22,female
03-01-07-01-02-01-23,disgust,normal,dogs,1,23,male
03-01-07-01-02-01-24,disgust,normal,dogs,1,24,female
03-01-07-01-02-02-01,disgust,normal,dogs,2,1,male
03-01-07-01-02-02-02,disgust,normal,dogs,2,2,female
03-01-07-01-02-02-03,disgust,normal,dogs,2,3,male
03-01-07-01-02-02-06,disgust,normal,dogs,2,6,female
03-01-07-01-02-02-07,disgust,normal,dogs,2,7,male
03-01-07-01-02-02-08,disgust,normal,dogs,2,8,female
03-01-07-01-02-02-09,disgust,normal,dogs,2,9,male
03-01-07-01-02-02-10,disgust,normal,dogs,2,10,female
03-01-07-01-02-02-11,disgust,normal,dogs,2,11,male
03-01-07-01-02-02-12,disgust,normal,dogs,2,12,female
03-01-07-01-02-02-13,disgust,normal,dogs,2,13,male
03-01-07-01-02-02-14,disgust,normal,dogs,2,14,female
03-01-07-01-02-02-17,disgust,normal,dogs,2,17,male
03-01-07-01-02-02-18,disgust,normal,dogs,2,18,female
03-01-07-01-02-02-19,disgust,normal,dogs,2,19,male
03-01-07-01-02-02-20,disgust,normal,dogs,2,20,female
03-01-07-01-02-02-21,disgust,normal,dogs,2,21,male
03-01-07-01-02-02-22,disgust,normal,dogs,2,22,female
03-01-07-01-02-02-23,disgust,normal,dogs,2,23,male
03-01-07-01-02-02-24,disgust,normal,dogs,2,24,female
03-01-07-02-01-01-01,disgust,strong,kids,1,1,male
03-01-07-02-01-01-02,disgust,strong,kids,1,2,female
03-01-07-02-01-01-03,disgust,strong,kids,1,3,male
03-01-07-02-01-01-06,disgust,strong,kids,1,6,female
03-01-07-02-01-01-07,disgust,strong,kids,1,7,male
03-01-07-02-01-01-08,disgust,strong,kids,1,8,female
03-01-07-02-01-01-09,disgust,strong,kids,1,9,male
03-01-07-02-01-01-10,disgust,strong,kids,1,10,female
03-01-07-02-01-01-11,disgust,strong,kids,1,11,male
03-01-07-02-01-01-12,disgust,strong,kids,1,12,female
03-01-07-02-01-01-13,disgust,strong,kids,1,13,male
03-01-07-02-01-01-14,disgust,strong,kids,1,14,female
03-01-07-02-01-01-17,disgust,strong,kids,1,17,male
03-01-07-02-01-01-18,disgust,strong,kids,1,18,female
03-01-07-02-01-01-19,disgust,strong,kids,1,19,male
03-01-07-02-01-01-20,disgust,strong,kids,1,20,female
03-01-07-02-01-01-21,disgust,strong,kids,1,21,male
03-01-07-02-01-01-22,disgust,strong,kids,1,22,female
03-01-07-02-01-01-23,disgust,strong,kids,1,23,male
03-01-07-02-01-01-24,disgust,strong,kids,1,24,female
03-01-07-02-01-02-01,disgust,strong,kids,2,1,male
03-01-07-02-01-02-02,disgust,strong,kids,2,2,female
03-01-07-02-01-02-03,disgust,strong,kids,2,3,male
03-01-07-02-01-02-06,disgust,strong,kids,2,6,female
03-01-07-02-01-02-07,disgust,strong,kids,2,7,male
03-01-07-02-01-02-08,disgust,strong,kids,2,8,female
03-01-07-02-01-02-09,disgust,strong,kids,2,9,male
03-01-07-02-01-02-10,disgust,strong,kids,2,10,female
03-01-07-02-01-02-11,disgust,strong,kids,2,11,male
03-01-07-02-01-02-12,disgust,strong,kids,2,12,female
03-01-07-02-01-02-13,disgust,strong,kids,2,13,male
03-01-07-02-01-02-14,disgust,strong,kids,2,14,female
03-01-07-02-01-02-17,disgust,strong,kids,2,17,male
03-01-07-02-01-02-18,disgust,strong,kids,2,18,female
03-01-07-02-01-02-19,disgust,strong,kids,2,19,male
03-01-07-02-01-02-20,disgust,strong,kids,2,20,female
03-01-07-02-01-02-21,disgust,strong,kids,2,21,male
03-01-07-02-01-02-22,disgust,strong,kids,2,22,female
03-01-07-02-01-02-23,disgust,strong,kids,2,23,male
03-01-07-02-01-02-24,disgust,strong,kids,2,24,female
03-01-07-02-02-01-01,disgust,strong,dogs,1,1,male
03-01-07-02-02-01-02,disgust,strong,dogs,1,2,female
03-01-07-02-02-01-03,disgust,strong,dogs,1,3,male
03-01-07-02-02-01-06,disgust,strong,dogs,1,6,female
03-01-07-02-02-01-07,disgust,strong,dogs,1,7,male
03-01-07-02-02-01-08,disgust,strong,dogs,1,8,female
03-01-07-02-02-01-09,disgust,strong,dogs,1,9,male
03-01-07-02-02-01-10,disgust,strong,dogs,1,10,female
03-01-07-02-02-01-11,disgust,strong,dogs,1,11,male
03-01-07-02-02-01-12,disgust,strong,dogs,1,12,female
03-01-07-02-02-01-13,disgust,strong,dogs,1,13,male
03-01-07-02-02-01-14,disgust,strong,dogs,1,14,female
03-01-07-02-02-01-17,disgust,strong,dogs,1,17,male
03-01-07-02-02-01-18,disgust,strong,dogs,1,18,female
03-01-07-02-02-01-19,disgust,strong,dogs,1,19,male
03-01-07-02-02-01-20,disgust,strong,dogs,1,20,female
03-01-07-02-02-01-21,disgust,strong,dogs,1,21,male
03-01-07-02-02-01-22,disgust,strong,dogs,1,22,female
03-01-07-02-02-01-23,disgust,strong,dogs,1,23,male
03-01-07-02-02-01-24,disgust,strong,dogs,1,24,female
03-01-07-02-02-02-01,disgust,strong,dogs,2,1,male
03-01-07-02-02-02-02,disgust,strong,dogs,2,2,female
03-01-07-02-02-02-03,disgust,strong,dogs,2,3,male
03-01-07-02-02-02-06,disgust,strong,dogs,2,6,female
03-01-07-02-02-02-07,disgust,strong,dogs,2,7,male
03-01-07-02-02-02-08,disgust,strong,dogs,2,8,female
03-01-07-02-02-02-09,disgust,strong,dogs,2,9,male
03-01-07-02-02-02-10,disgust,strong,dogs,2,10,female
03-01-07-02-02-02-11,disgust,strong,dogs,2,11,male
03-01-07-02-02-02-12,disgust,strong,dogs,2,12,female
03-01-07-02-02-02-13,disgust,strong,dogs,2,13,male
03-01-07-02-02-02-14,disgust,strong,dogs,2,14,female
03-01-07-02-02-02-17,disgust,strong,dogs,2,17,male
03-01-07-02-02-02-18,disgust,strong,dogs,2,18,female
03-01-07-02-02-02-19,disgust,strong,dogs,2,19,male
03-01-07-02-02-02-20,disgust,strong,dogs,2,20,female
03-01-07-02-02-02-21,disgust,strong,dogs,2,21,male
03-01-07-02-02-02-22,disgust,strong,dogs,2,22,female
03-01-07-02-02-02-23,disgust,strong,dogs,2,23,male
03-01-07-02-02-02-24,disgust,strong,dogs,2,24,female
03-01-08-01-01-01-01,suprised,normal,kids,1,1,male
03-01-08-01-01-01-02,suprised,normal,kids,1,2,female
03-01-08-01-01-01-03,suprised,normal,kids,1,3,male
03-01-08-01-01-01-06,suprised,normal,kids,1,6,female
03-01-08-01-01-01-07,suprised,normal,kids,1,7,male
03-01-08-01-01-01-08,suprised,normal,kids,1,8,female
03-01-08-01-01-01-09,suprised,normal,kids,1,9,male
03-01-08-01-01-01-10,suprised,normal,kids,1,10,female
03-01-08-01-01-01-11,suprised,normal,kids,1,11,male
03-01-08-01-01-01-12,suprised,normal,kids,1,12,female
03-01-08-01-01-01-13,suprised,normal,kids,1,13,male
03-01-08-01-01-01-14,suprised,normal,kids,1,14,female
03-01-08-01-01-01-17,suprised,normal,kids,1,17,male
03-01-08-01-01-01-18,suprised,normal,kids,1,18,female
03-01-08-01-01-01-19,suprised,normal,kids,1,19,male
03-01-08-01-01-01-20,suprised,normal,kids,1,20,female
03-01-08-01-01-01-21,suprised,normal,kids,1,21,male
03-01-08-01-01-01-22,suprised,normal,kids,1,22,female
03-01-08-01-01-01-23,suprised,normal,kids,1,23,male
03-01-08-01-01-01-24,suprised,normal,kids,1,24,female
03-01-08-01-01-02-01,suprised,normal,kids,2,1,male
03-01-08-01-01-02-02,suprised,normal,kids,2,2,female
03-01-08-01-01-02-03,suprised,normal,kids,2,3,male
03-01-08-01-01-02-06,suprised,normal,kids,2,6,female
03-01-08-01-01-02-07,suprised,normal,kids,2,7,male
03-01-08-01-01-02-08,suprised,normal,kids,2,8,female
03-01-08-01-01-02-09,suprised,normal,kids,2,9,male
03-01-08-01-01-02-10,suprised,normal,kids,2,10,female
03-01-08-01-01-02-11,suprised,normal,kids,2,11,male
03-01-08-01-01-02-12,suprised,normal,kids,2,12,female
03-01-08-01-01-02-13,suprised,normal,kids,2,13,male
03-01-08-01-01-02-14,suprised,normal,kids,2,14,female
03-01-08-01-01-02-17,suprised,normal,kids,2,17,male
03-01-08-01-01-02-18,suprised,normal,kids,2,18,female
03-01-08-01-01-02-19,suprised,normal,kids,2,19,male
03-01-08-01-01-02-20,suprised,normal,kids,2,20,female
03-01-08-01-01-02-21,suprised,normal,kids,2,21,male
03-01-08-01-01-02-22,suprised,normal,kids,2,22,female
03-01-08-01-01-02-23,suprised,normal,kids,2,23,male
03-01-08-01-01-02-24,suprised,normal,kids,2,24,female
03-01-08-01-02-01-01,suprised,normal,dogs,1,1,male
03-01-08-01-02-01-02,suprised,normal,dogs,1,2,female
03-01-08-01-02-01-03,suprised,normal,dogs,1,3,male
03-01-08-01-02-01-06,suprised,normal,dogs,1,6,female
03-01-08-01-02-01-07,suprised,normal,dogs,1,7,male
03-01-08-01-02-01-08,suprised,normal,dogs,1,8,female
03-01-08-01-02-01-09,suprised,normal,dogs,1,9,male
03-01-08-01-02-01-10,suprised,normal,dogs,1,10,female
03-01-08-01-02-01-11,suprised,normal,dogs,1,11,male
03-01-08-01-02-01-12,suprised,normal,dogs,1,12,female
03-01-08-01-02-01-13,suprised,normal,dogs,1,13,male
03-01-08-01-02-01-14,suprised,normal,dogs,1,14,female
03-01-08-01-02-01-17,suprised,normal,dogs,1,17,male
03-01-08-01-02-01-18,suprised,normal,dogs,1,18,female
03-01-08-01-02-01-19,suprised,normal,dogs,1,19,male
03-01-08-01-02-01-20,suprised,normal,dogs,1,20,female
03-01-08-01-02-01-21,suprised,normal,dogs,1,21,male
03-01-08-01-02-01-22,suprised,normal,dogs,1,22,female
03-01-08-01-02-01-23,suprised,normal,dogs,1,23,male
03-01-08-01-02-01-24,suprised,normal,dogs,1,24,female
03-01-08-01-02-02-01,suprised,normal,dogs,2,1,male
03-01-08-01-02-02-02,suprised,normal,dogs,2,2,female
03-01-08-01-02-02-03,suprised,normal,dogs,2,3,male
03-01-08-01-02-02-06,suprised,normal,dogs,2,6,female
03-01-08-01-02-02-07,suprised,normal,dogs,2,7,male
03-01-08-01-02-02-08,suprised,normal,dogs,2,8,female
03-01-08-01-02-02-09,suprised,normal,dogs,2,9,male
03-01-08-01-02-02-10,suprised,normal,dogs,2,10,female
03-01-08-01-02-02-11,suprised,normal,dogs,2,11,male
03-01-08-01-02-02-12,suprised,normal,dogs,2,12,female
03-01-08-01-02-02-13,suprised,normal,dogs,2,13,male
03-01-08-01-02-02-14,suprised,normal,dogs,2,14,female
03-01-08-01-02-02-17,suprised,normal,dogs,2,17,male
03-01-08-01-02-02-18,suprised,normal,dogs,2,18,female
03-01-08-01-02-02-19,suprised,normal,dogs,2,19,male
03-01-08-01-02-02-20,suprised,normal,dogs,2,20,female
03-01-08-01-02-02-21,suprised,normal,dogs,2,21,male
03-01-08-01-02-02-22,suprised,normal,dogs,2,22,female
03-01-08-01-02-02-23,suprised,normal,dogs,2,23,male
03-01-08-01-02-02-24,suprised,normal,dogs,2,24,female
03-01-08-02-01-01-01,suprised,strong,kids,1,1,male
03-01-08-02-01-01-02,suprised,strong,kids,1,2,female
03-01-08-02-01-01-03,suprised,strong,kids,1,3,male
03-01-08-02-01-01-06,suprised,strong,kids,1,6,female
03-01-08-02-01-01-07,suprised,strong,kids,1,7,male
03-01-08-02-01-01-08,suprised,strong,kids,1,8,female
03-01-08-02-01-01-09,suprised,strong,kids,1,9,male
03-01-08-02-01-01-10,suprised,strong,kids,1,10,female
03-01-08-02-01-01-11,suprised,strong,kids,1,11,male
03-01-08-02-01-01-12,suprised,strong,kids,1,12,female
03-01-08-02-01-01-13,suprised,strong,kids,1,13,male
03-01-08-02-01-01-14,suprised,strong,kids,1,14,female
03-01-08-02-01-01-17,suprised,strong,kids,1,17,male
03-01-08-02-01-01-18,suprised,strong,kids,1,18,female
03-01-08-02-01-01-19,suprised,strong,kids,1,19,male
03-01-08-02-01-01-20,suprised,strong,kids,1,20,female
03-01-08-02-01-01-21,suprised,strong,kids,1,21,male
03-01-08-02-01-01-22,suprised,strong,kids,1,22,female
03-01-08-02-01-01-23,suprised,strong,kids,1,23,male
03-01-08-02-01-01-24,suprised,strong,kids,1,24,female
03-01-08-02-01-02-01,suprised,strong,kids,2,1,male
03-01-08-02-01-02-02,suprised,strong,kids,2,2,female
03-01-08-02-01-02-03,suprised,strong,kids,2,3,male
03-01-08-02-01-02-06,suprised,strong,kids,2,6,female
03-01-08-02-01-02-07,suprised,strong,kids,2,7,male
03-01-08-02-01-02-08,suprised,strong,kids,2,8,female
03-01-08-02-01-02-09,suprised,strong,kids,2,9,male
03-01-08-02-01-02-10,suprised,strong,kids,2,10,female
03-01-08-02-01-02-11,suprised,strong,kids,2,11,male
03-01-08-02-01-02-12,suprised,strong,kids,2,12,female
03-01-08-02-01-02-13,suprised,strong,kids,2,13,male
03-01-08-02-01-02-14,suprised,strong,kids,2,14,female
03-01-08-02-01-02-17,suprised,strong,kids,2,17,male
03-01-08-02-01-02-18,suprised,strong,kids,2,18,female
03-01-08-02-01-02-19,suprised,strong,kids,2,19,male
03-01-08-02-01-02-20,suprised,strong,kids,2,20,female
03-01-08-02-01-02-21,suprised,strong,kids,2,21,male
03-01-08-02-01-02-22,suprised,strong,kids,2,22,female
03-01-08-02-01-02-23,suprised,strong,kids,2,23,male
03-01-08-02-01-02-24,suprised,strong,kids,2,24,female
03-01-08-02-02-01-01,suprised,strong,dogs,1,1,male
03-01-08-02-02-01-02,suprised,strong,dogs,1,2,female
03-01-08-02-02-01-03,suprised,strong,dogs,1,3,male
03-01-08-02-02-01-06,suprised,strong,dogs,1,6,female
03-01-08-02-02-01-07,suprised,strong,dogs,1,7,male
03-01-08-02-02-01-08,suprised,strong,dogs,1,8,female
03-01-08-02-02-01-09,suprised,strong,dogs,1,9,male
03-01-08-02-02-01-10,suprised,strong,dogs,1,10,female
03-01-08-02-02-01-11,suprised,strong,dogs,1,11,male
03-01-08-02-02-01-12,suprised,strong,dogs,1,12,female
03-01-08-02-02-01-13,suprised,strong,dogs,1,13,male
03-01-08-02-02-01-14,suprised,strong,dogs,1,14,female
03-01-08-02-02-01-17,suprised,strong,dogs,1,17,male
03-01-08-02-02-01-18,suprised,strong,dogs,1,18,female
03-01-08-02-02-01-19,suprised,strong,dogs,1,19,male
03-01-08-02-02-01-20,suprised,strong,dogs,1,20,female
03-01-08-02-02-01-21,suprised,strong,dogs,1,21,male
03-01-08-02-02-01-22,suprised,strong,dogs,1,22,female
03-01-08-02-02-01-23,suprised,strong,dogs,1,23,male
03-01-08-02-02-01-24,suprised,strong,dogs,1,24,female
03-01-08-02-02-02-01,suprised,strong,dogs,2,1,male
03-01-08-02-02-02-02,suprised,strong,dogs,2,2,female
03-01-08-02-02-02-03,suprised,strong,dogs,2,3,male
03-01-08-02-02-02-06,suprised,strong,dogs,2,6,female
03-01-08-02-02-02-07,suprised,strong,dogs,2,7,male
03-01-08-02-02-02-08,suprised,strong,dogs,2,8,female
03-01-08-02-02-02-09,suprised,strong,dogs,2,9,male
03-01-08-02-02-02-10,suprised,strong,dogs,2,10,female
03-01-08-02-02-02-11,suprised,strong,dogs,2,11,male
03-01-08-02-02-02-12,suprised,strong,dogs,2,12,female
03-01-08-02-02-02-13,suprised,strong,dogs,2,13,male
03-01-08-02-02-02-14,suprised,strong,dogs,2,14,female
03-01-08-02-02-02-17,suprised,strong,dogs,2,17,male
03-01-08-02-02-02-18,suprised,strong,dogs,2,18,female
03-01-08-02-02-02-19,suprised,strong,dogs,2,19,male
03-01-08-02-02-02-20,suprised,strong,dogs,2,20,female
03-01-08-02-02-02-21,suprised,strong,dogs,2,21,male
03-01-08-02-02-02-22,suprised,strong,dogs,2,22,female
03-01-08-02-02-02-23,suprised,strong,dogs,2,23,male
03-01-08-02-02-02-24,suprised,strong,dogs,2,24,female
