,fname,emotion,intensivity,statement,repetition,actor,sex
882,03-01-06-01-01-01-19,fearful,normal,kids,1,19,male
883,03-01-06-01-01-01-20,fearful,normal,kids,1,20,female
884,03-01-06-01-01-01-21,fearful,normal,kids,1,21,male
885,03-01-06-01-01-01-22,fearful,normal,kids,1,22,female
886,03-01-06-01-01-01-23,fearful,normal,kids,1,23,male
887,03-01-06-01-01-01-24,fearful,normal,kids,1,24,female
888,03-01-06-01-01-02-01,fearful,normal,kids,2,1,male
889,03-01-06-01-01-02-02,fearful,normal,kids,2,2,female
890,03-01-06-01-01-02-03,fearful,normal,kids,2,3,male
891,03-01-06-01-01-02-04,fearful,normal,kids,2,4,female
892,03-01-06-01-01-02-05,fearful,normal,kids,2,5,male
893,03-01-06-01-01-02-06,fearful,normal,kids,2,6,female
894,03-01-06-01-01-02-07,fearful,normal,kids,2,7,male
895,03-01-06-01-01-02-08,fearful,normal,kids,2,8,female
896,03-01-06-01-01-02-09,fearful,normal,kids,2,9,male
897,03-01-06-01-01-02-10,fearful,normal,kids,2,10,female
898,03-01-06-01-01-02-11,fearful,normal,kids,2,11,male
899,03-01-06-01-01-02-12,fearful,normal,kids,2,12,female
900,03-01-06-01-01-02-13,fearful,normal,kids,2,13,male
901,03-01-06-01-01-02-14,fearful,normal,kids,2,14,female
902,03-01-06-01-01-02-15,fearful,normal,kids,2,15,male
903,03-01-06-01-01-02-16,fearful,normal,kids,2,16,female
904,03-01-06-01-01-02-17,fearful,normal,kids,2,17,male
905,03-01-06-01-01-02-18,fearful,normal,kids,2,18,female
906,03-01-06-01-01-02-19,fearful,normal,kids,2,19,male
907,03-01-06-01-01-02-20,fearful,normal,kids,2,20,female
908,03-01-06-01-01-02-21,fearful,normal,kids,2,21,male
909,03-01-06-01-01-02-22,fearful,normal,kids,2,22,female
910,03-01-06-01-01-02-23,fearful,normal,kids,2,23,male
911,03-01-06-01-01-02-24,fearful,normal,kids,2,24,female
912,03-01-06-01-02-01-01,fearful,normal,dogs,1,1,male
913,03-01-06-01-02-01-02,fearful,normal,dogs,1,2,female
914,03-01-06-01-02-01-03,fearful,normal,dogs,1,3,male
915,03-01-06-01-02-01-04,fearful,normal,dogs,1,4,female
916,03-01-06-01-02-01-05,fearful,normal,dogs,1,5,male
917,03-01-06-01-02-01-06,fearful,normal,dogs,1,6,female
918,03-01-06-01-02-01-07,fearful,normal,dogs,1,7,male
919,03-01-06-01-02-01-08,fearful,normal,dogs,1,8,female
920,03-01-06-01-02-01-09,fearful,normal,dogs,1,9,male
921,03-01-06-01-02-01-10,fearful,normal,dogs,1,10,female
922,03-01-06-01-02-01-11,fearful,normal,dogs,1,11,male
923,03-01-06-01-02-01-12,fearful,normal,dogs,1,12,female
924,03-01-06-01-02-01-13,fearful,normal,dogs,1,13,male
925,03-01-06-01-02-01-14,fearful,normal,dogs,1,14,female
926,03-01-06-01-02-01-15,fearful,normal,dogs,1,15,male
927,03-01-06-01-02-01-16,fearful,normal,dogs,1,16,female
928,03-01-06-01-02-01-17,fearful,normal,dogs,1,17,male
929,03-01-06-01-02-01-18,fearful,normal,dogs,1,18,female
930,03-01-06-01-02-01-19,fearful,normal,dogs,1,19,male
931,03-01-06-01-02-01-20,fearful,normal,dogs,1,20,female
932,03-01-06-01-02-01-21,fearful,normal,dogs,1,21,male
933,03-01-06-01-02-01-22,fearful,normal,dogs,1,22,female
934,03-01-06-01-02-01-23,fearful,normal,dogs,1,23,male
935,03-01-06-01-02-01-24,fearful,normal,dogs,1,24,female
936,03-01-06-01-02-02-01,fearful,normal,dogs,2,1,male
937,03-01-06-01-02-02-02,fearful,normal,dogs,2,2,female
938,03-01-06-01-02-02-03,fearful,normal,dogs,2,3,male
939,03-01-06-01-02-02-04,fearful,normal,dogs,2,4,female
940,03-01-06-01-02-02-05,fearful,normal,dogs,2,5,male
941,03-01-06-01-02-02-06,fearful,normal,dogs,2,6,female
942,03-01-06-01-02-02-07,fearful,normal,dogs,2,7,male
943,03-01-06-01-02-02-08,fearful,normal,dogs,2,8,female
944,03-01-06-01-02-02-09,fearful,normal,dogs,2,9,male
945,03-01-06-01-02-02-10,fearful,normal,dogs,2,10,female
946,03-01-06-01-02-02-11,fearful,normal,dogs,2,11,male
947,03-01-06-01-02-02-12,fearful,normal,dogs,2,12,female
948,03-01-06-01-02-02-13,fearful,normal,dogs,2,13,male
949,03-01-06-01-02-02-14,fearful,normal,dogs,2,14,female
950,03-01-06-01-02-02-15,fearful,normal,dogs,2,15,male
951,03-01-06-01-02-02-16,fearful,normal,dogs,2,16,female
952,03-01-06-01-02-02-17,fearful,normal,dogs,2,17,male
953,03-01-06-01-02-02-18,fearful,normal,dogs,2,18,female
954,03-01-06-01-02-02-19,fearful,normal,dogs,2,19,male
955,03-01-06-01-02-02-20,fearful,normal,dogs,2,20,female
956,03-01-06-01-02-02-21,fearful,normal,dogs,2,21,male
957,03-01-06-01-02-02-22,fearful,normal,dogs,2,22,female
958,03-01-06-01-02-02-23,fearful,normal,dogs,2,23,male
959,03-01-06-01-02-02-24,fearful,normal,dogs,2,24,female
960,03-01-06-02-01-01-01,fearful,strong,kids,1,1,male
961,03-01-06-02-01-01-02,fearful,strong,kids,1,2,female
962,03-01-06-02-01-01-03,fearful,strong,kids,1,3,male
963,03-01-06-02-01-01-04,fearful,strong,kids,1,4,female
964,03-01-06-02-01-01-05,fearful,strong,kids,1,5,male
965,03-01-06-02-01-01-06,fearful,strong,kids,1,6,female
966,03-01-06-02-01-01-07,fearful,strong,kids,1,7,male
967,03-01-06-02-01-01-08,fearful,strong,kids,1,8,female
968,03-01-06-02-01-01-09,fearful,strong,kids,1,9,male
969,03-01-06-02-01-01-10,fearful,strong,kids,1,10,female
970,03-01-06-02-01-01-11,fearful,strong,kids,1,11,male
971,03-01-06-02-01-01-12,fearful,strong,kids,1,12,female
972,03-01-06-02-01-01-13,fearful,strong,kids,1,13,male
973,03-01-06-02-01-01-14,fearful,strong,kids,1,14,female
974,03-01-06-02-01-01-15,fearful,strong,kids,1,15,male
975,03-01-06-02-01-01-16,fearful,strong,kids,1,16,female
976,03-01-06-02-01-01-17,fearful,strong,kids,1,17,male
977,03-01-06-02-01-01-18,fearful,strong,kids,1,18,female
978,03-01-06-02-01-01-19,fearful,strong,kids,1,19,male
979,03-01-06-02-01-01-20,fearful,strong,kids,1,20,female
980,03-01-06-02-01-01-21,fearful,strong,kids,1,21,male
981,03-01-06-02-01-01-22,fearful,strong,kids,1,22,female
982,03-01-06-02-01-01-23,fearful,strong,kids,1,23,male
983,03-01-06-02-01-01-24,fearful,strong,kids,1,24,female
984,03-01-06-02-01-02-01,fearful,strong,kids,2,1,male
985,03-01-06-02-01-02-02,fearful,strong,kids,2,2,female
986,03-01-06-02-01-02-03,fearful,strong,kids,2,3,male
987,03-01-06-02-01-02-04,fearful,strong,kids,2,4,female
988,03-01-06-02-01-02-05,fearful,strong,kids,2,5,male
989,03-01-06-02-01-02-06,fearful,strong,kids,2,6,female
990,03-01-06-02-01-02-07,fearful,strong,kids,2,7,male
991,03-01-06-02-01-02-08,fearful,strong,kids,2,8,female
992,03-01-06-02-01-02-09,fearful,strong,kids,2,9,male
993,03-01-06-02-01-02-10,fearful,strong,kids,2,10,female
994,03-01-06-02-01-02-11,fearful,strong,kids,2,11,male
995,03-01-06-02-01-02-12,fearful,strong,kids,2,12,female
996,03-01-06-02-01-02-13,fearful,strong,kids,2,13,male
997,03-01-06-02-01-02-14,fearful,strong,kids,2,14,female
998,03-01-06-02-01-02-15,fearful,strong,kids,2,15,male
999,03-01-06-02-01-02-16,fearful,strong,kids,2,16,female
1000,03-01-06-02-01-02-17,fearful,strong,kids,2,17,male
1001,03-01-06-02-01-02-18,fearful,strong,kids,2,18,female
1002,03-01-06-02-01-02-19,fearful,strong,kids,2,19,male
1003,03-01-06-02-01-02-20,fearful,strong,kids,2,20,female
1004,03-01-06-02-01-02-21,fearful,strong,kids,2,21,male
1005,03-01-06-02-01-02-22,fearful,strong,kids,2,22,female
1006,03-01-06-02-01-02-23,fearful,strong,kids,2,23,male
1007,03-01-06-02-01-02-24,fearful,strong,kids,2,24,female
1008,03-01-06-02-02-01-01,fearful,strong,dogs,1,1,male
1009,03-01-06-02-02-01-02,fearful,strong,dogs,1,2,female
1010,03-01-06-02-02-01-03,fearful,strong,dogs,1,3,male
1011,03-01-06-02-02-01-04,fearful,strong,dogs,1,4,female
1012,03-01-06-02-02-01-05,fearful,strong,dogs,1,5,male
1013,03-01-06-02-02-01-06,fearful,strong,dogs,1,6,female
1014,03-01-06-02-02-01-07,fearful,strong,dogs,1,7,male
1015,03-01-06-02-02-01-08,fearful,strong,dogs,1,8,female
1016,03-01-06-02-02-01-09,fearful,strong,dogs,1,9,male
1017,03-01-06-02-02-01-10,fearful,strong,dogs,1,10,female
1018,03-01-06-02-02-01-11,fearful,strong,dogs,1,11,male
1019,03-01-06-02-02-01-12,fearful,strong,dogs,1,12,female
1020,03-01-06-02-02-01-13,fearful,strong,dogs,1,13,male
1021,03-01-06-02-02-01-14,fearful,strong,dogs,1,14,female
1022,03-01-06-02-02-01-15,fearful,strong,dogs,1,15,male
1023,03-01-06-02-02-01-16,fearful,strong,dogs,1,16,female
1024,03-01-06-02-02-01-17,fearful,strong,dogs,1,17,male
1025,03-01-06-02-02-01-18,fearful,strong,dogs,1,18,female
1026,03-01-06-02-02-01-19,fearful,strong,dogs,1,19,male
1027,03-01-06-02-02-01-20,fearful,strong,dogs,1,20,female
1028,03-01-06-02-02-01-21,fearful,strong,dogs,1,21,male
1029,03-01-06-02-02-01-22,fearful,strong,dogs,1,22,female
1030,03-01-06-02-02-01-23,fearful,strong,dogs,1,23,male
1031,03-01-06-02-02-01-24,fearful,strong,dogs,1,24,female
1032,03-01-06-02-02-02-01,fearful,strong,dogs,2,1,male
1033,03-01-06-02-02-02-02,fearful,strong,dogs,2,2,female
1034,03-01-06-02-02-02-03,fearful,strong,dogs,2,3,male
1035,03-01-06-02-02-02-04,fearful,strong,dogs,2,4,female
1036,03-01-06-02-02-02-05,fearful,strong,dogs,2,5,male
1037,03-01-06-02-02-02-06,fearful,strong,dogs,2,6,female
1038,03-01-06-02-02-02-07,fearful,strong,dogs,2,7,male
1039,03-01-06-02-02-02-08,fearful,strong,dogs,2,8,female
1040,03-01-06-02-02-02-09,fearful,strong,dogs,2,9,male
1041,03-01-06-02-02-02-10,fearful,strong,dogs,2,10,female
1042,03-01-06-02-02-02-11,fearful,strong,dogs,2,11,male
1043,03-01-06-02-02-02-12,fearful,strong,dogs,2,12,female
1044,03-01-06-02-02-02-13,fearful,strong,dogs,2,13,male
1045,03-01-06-02-02-02-14,fearful,strong,dogs,2,14,female
1046,03-01-06-02-02-02-15,fearful,strong,dogs,2,15,male
1047,03-01-06-02-02-02-16,fearful,strong,dogs,2,16,female
1048,03-01-06-02-02-02-17,fearful,strong,dogs,2,17,male
1049,03-01-06-02-02-02-18,fearful,strong,dogs,2,18,female
1050,03-01-06-02-02-02-19,fearful,strong,dogs,2,19,male
1051,03-01-06-02-02-02-20,fearful,strong,dogs,2,20,female
1052,03-01-06-02-02-02-21,fearful,strong,dogs,2,21,male
1053,03-01-06-02-02-02-22,fearful,strong,dogs,2,22,female
1054,03-01-06-02-02-02-23,fearful,strong,dogs,2,23,male
1055,03-01-06-02-02-02-24,fearful,strong,dogs,2,24,female
1056,03-01-07-01-01-01-01,disgust,normal,kids,1,1,male
1057,03-01-07-01-01-01-02,disgust,normal,kids,1,2,female
1058,03-01-07-01-01-01-03,disgust,normal,kids,1,3,male
1059,03-01-07-01-01-01-04,disgust,normal,kids,1,4,female
1060,03-01-07-01-01-01-05,disgust,normal,kids,1,5,male
1061,03-01-07-01-01-01-06,disgust,normal,kids,1,6,female
1062,03-01-07-01-01-01-07,disgust,normal,kids,1,7,male
1063,03-01-07-01-01-01-08,disgust,normal,kids,1,8,female
1064,03-01-07-01-01-01-09,disgust,normal,kids,1,9,male
1065,03-01-07-01-01-01-10,disgust,normal,kids,1,10,female
1066,03-01-07-01-01-01-11,disgust,normal,kids,1,11,male
1067,03-01-07-01-01-01-12,disgust,normal,kids,1,12,female
1068,03-01-07-01-01-01-13,disgust,normal,kids,1,13,male
1069,03-01-07-01-01-01-14,disgust,normal,kids,1,14,female
1070,03-01-07-01-01-01-15,disgust,normal,kids,1,15,male
1071,03-01-07-01-01-01-16,disgust,normal,kids,1,16,female
1072,03-01-07-01-01-01-17,disgust,normal,kids,1,17,male
1073,03-01-07-01-01-01-18,disgust,normal,kids,1,18,female
1074,03-01-07-01-01-01-19,disgust,normal,kids,1,19,male
1075,03-01-07-01-01-01-20,disgust,normal,kids,1,20,female
1076,03-01-07-01-01-01-21,disgust,normal,kids,1,21,male
1077,03-01-07-01-01-01-22,disgust,normal,kids,1,22,female
1078,03-01-07-01-01-01-23,disgust,normal,kids,1,23,male
1079,03-01-07-01-01-01-24,disgust,normal,kids,1,24,female
1080,03-01-07-01-01-02-01,disgust,normal,kids,2,1,male
1081,03-01-07-01-01-02-02,disgust,normal,kids,2,2,female
1082,03-01-07-01-01-02-03,disgust,normal,kids,2,3,male
1083,03-01-07-01-01-02-04,disgust,normal,kids,2,4,female
1084,03-01-07-01-01-02-05,disgust,normal,kids,2,5,male
1085,03-01-07-01-01-02-06,disgust,normal,kids,2,6,female
1086,03-01-07-01-01-02-07,disgust,normal,kids,2,7,male
1087,03-01-07-01-01-02-08,disgust,normal,kids,2,8,female
1088,03-01-07-01-01-02-09,disgust,normal,kids,2,9,male
1089,03-01-07-01-01-02-10,disgust,normal,kids,2,10,female
1090,03-01-07-01-01-02-11,disgust,normal,kids,2,11,male
1091,03-01-07-01-01-02-12,disgust,normal,kids,2,12,female
1092,03-01-07-01-01-02-13,disgust,normal,kids,2,13,male
1093,03-01-07-01-01-02-14,disgust,normal,kids,2,14,female
1094,03-01-07-01-01-02-15,disgust,normal,kids,2,15,male
1095,03-01-07-01-01-02-16,disgust,normal,kids,2,16,female
1096,03-01-07-01-01-02-17,disgust,normal,kids,2,17,male
1097,03-01-07-01-01-02-18,disgust,normal,kids,2,18,female
1098,03-01-07-01-01-02-19,disgust,normal,kids,2,19,male
1099,03-01-07-01-01-02-20,disgust,normal,kids,2,20,female
1100,03-01-07-01-01-02-21,disgust,normal,kids,2,21,male
1101,03-01-07-01-01-02-22,disgust,normal,kids,2,22,female
1102,03-01-07-01-01-02-23,disgust,normal,kids,2,23,male
1103,03-01-07-01-01-02-24,disgust,normal,kids,2,24,female
1104,03-01-07-01-02-01-01,disgust,normal,dogs,1,1,male
1105,03-01-07-01-02-01-02,disgust,normal,dogs,1,2,female
1106,03-01-07-01-02-01-03,disgust,normal,dogs,1,3,male
1107,03-01-07-01-02-01-04,disgust,normal,dogs,1,4,female
1108,03-01-07-01-02-01-05,disgust,normal,dogs,1,5,male
1109,03-01-07-01-02-01-06,disgust,normal,dogs,1,6,female
1110,03-01-07-01-02-01-07,disgust,normal,dogs,1,7,male
1111,03-01-07-01-02-01-08,disgust,normal,dogs,1,8,female
1112,03-01-07-01-02-01-09,disgust,normal,dogs,1,9,male
1113,03-01-07-01-02-01-10,disgust,normal,dogs,1,10,female
1114,03-01-07-01-02-01-11,disgust,normal,dogs,1,11,male
1115,03-01-07-01-02-01-12,disgust,normal,dogs,1,12,female
1116,03-01-07-01-02-01-13,disgust,normal,dogs,1,13,male
1117,03-01-07-01-02-01-14,disgust,normal,dogs,1,14,female
1118,03-01-07-01-02-01-15,disgust,normal,dogs,1,15,male
1119,03-01-07-01-02-01-16,disgust,normal,dogs,1,16,female
1120,03-01-07-01-02-01-17,disgust,normal,dogs,1,17,male
1121,03-01-07-01-02-01-18,disgust,normal,dogs,1,18,female
1122,03-01-07-01-02-01-19,disgust,normal,dogs,1,19,male
1123,03-01-07-01-02-01-20,disgust,normal,dogs,1,20,female
1124,03-01-07-01-02-01-21,disgust,normal,dogs,1,21,male
1125,03-01-07-01-02-01-22,disgust,normal,dogs,1,22,female
1126,03-01-07-01-02-01-23,disgust,normal,dogs,1,23,male
1127,03-01-07-01-02-01-24,disgust,normal,dogs,1,24,female
1128,03-01-07-01-02-02-01,disgust,normal,dogs,2,1,male
1129,03-01-07-01-02-02-02,disgust,normal,dogs,2,2,female
1130,03-01-07-01-02-02-03,disgust,normal,dogs,2,3,male
1131,03-01-07-01-02-02-04,disgust,normal,dogs,2,4,female
1132,03-01-07-01-02-02-05,disgust,normal,dogs,2,5,male
1133,03-01-07-01-02-02-06,disgust,normal,dogs,2,6,female
1134,03-01-07-01-02-02-07,disgust,normal,dogs,2,7,male
1135,03-01-07-01-02-02-08,disgust,normal,dogs,2,8,female
1136,03-01-07-01-02-02-09,disgust,normal,dogs,2,9,male
1137,03-01-07-01-02-02-10,disgust,normal,dogs,2,10,female
1138,03-01-07-01-02-02-11,disgust,normal,dogs,2,11,male
1139,03-01-07-01-02-02-12,disgust,normal,dogs,2,12,female
1140,03-01-07-01-02-02-13,disgust,normal,dogs,2,13,male
1141,03-01-07-01-02-02-14,disgust,normal,dogs,2,14,female
1142,03-01-07-01-02-02-15,disgust,normal,dogs,2,15,male
1143,03-01-07-01-02-02-16,disgust,normal,dogs,2,16,female
1144,03-01-07-01-02-02-17,disgust,normal,dogs,2,17,male
1145,03-01-07-01-02-02-18,disgust,normal,dogs,2,18,female
1146,03-01-07-01-02-02-19,disgust,normal,dogs,2,19,male
1147,03-01-07-01-02-02-20,disgust,normal,dogs,2,20,female
1148,03-01-07-01-02-02-21,disgust,normal,dogs,2,21,male
1149,03-01-07-01-02-02-22,disgust,normal,dogs,2,22,female
1150,03-01-07-01-02-02-23,disgust,normal,dogs,2,23,male
1151,03-01-07-01-02-02-24,disgust,normal,dogs,2,24,female
1152,03-01-07-02-01-01-01,disgust,strong,kids,1,1,male
1153,03-01-07-02-01-01-02,disgust,strong,kids,1,2,female
1154,03-01-07-02-01-01-03,disgust,strong,kids,1,3,male
1155,03-01-07-02-01-01-04,disgust,strong,kids,1,4,female
1156,03-01-07-02-01-01-05,disgust,strong,kids,1,5,male
1157,03-01-07-02-01-01-06,disgust,strong,kids,1,6,female
1158,03-01-07-02-01-01-07,disgust,strong,kids,1,7,male
1159,03-01-07-02-01-01-08,disgust,strong,kids,1,8,female
1160,03-01-07-02-01-01-09,disgust,strong,kids,1,9,male
1161,03-01-07-02-01-01-10,disgust,strong,kids,1,10,female
1162,03-01-07-02-01-01-11,disgust,strong,kids,1,11,male
1163,03-01-07-02-01-01-12,disgust,strong,kids,1,12,female
1164,03-01-07-02-01-01-13,disgust,strong,kids,1,13,male
1165,03-01-07-02-01-01-14,disgust,strong,kids,1,14,female
1166,03-01-07-02-01-01-15,disgust,strong,kids,1,15,male
1167,03-01-07-02-01-01-16,disgust,strong,kids,1,16,female
1168,03-01-07-02-01-01-17,disgust,strong,kids,1,17,male
1169,03-01-07-02-01-01-18,disgust,strong,kids,1,18,female
1170,03-01-07-02-01-01-19,disgust,strong,kids,1,19,male
1171,03-01-07-02-01-01-20,disgust,strong,kids,1,20,female
1172,03-01-07-02-01-01-21,disgust,strong,kids,1,21,male
1173,03-01-07-02-01-01-22,disgust,strong,kids,1,22,female
1174,03-01-07-02-01-01-23,disgust,strong,kids,1,23,male
1175,03-01-07-02-01-01-24,disgust,strong,kids,1,24,female
1176,03-01-07-02-01-02-01,disgust,strong,kids,2,1,male
1177,03-01-07-02-01-02-02,disgust,strong,kids,2,2,female
1178,03-01-07-02-01-02-03,disgust,strong,kids,2,3,male
1179,03-01-07-02-01-02-04,disgust,strong,kids,2,4,female
1180,03-01-07-02-01-02-05,disgust,strong,kids,2,5,male
1181,03-01-07-02-01-02-06,disgust,strong,kids,2,6,female
1182,03-01-07-02-01-02-07,disgust,strong,kids,2,7,male
1183,03-01-07-02-01-02-08,disgust,strong,kids,2,8,female
1184,03-01-07-02-01-02-09,disgust,strong,kids,2,9,male
1185,03-01-07-02-01-02-10,disgust,strong,kids,2,10,female
1186,03-01-07-02-01-02-11,disgust,strong,kids,2,11,male
1187,03-01-07-02-01-02-12,disgust,strong,kids,2,12,female
1188,03-01-07-02-01-02-13,disgust,strong,kids,2,13,male
1189,03-01-07-02-01-02-14,disgust,strong,kids,2,14,female
1190,03-01-07-02-01-02-15,disgust,strong,kids,2,15,male
1191,03-01-07-02-01-02-16,disgust,strong,kids,2,16,female
1192,03-01-07-02-01-02-17,disgust,strong,kids,2,17,male
1193,03-01-07-02-01-02-18,disgust,strong,kids,2,18,female
1194,03-01-07-02-01-02-19,disgust,strong,kids,2,19,male
1195,03-01-07-02-01-02-20,disgust,strong,kids,2,20,female
1196,03-01-07-02-01-02-21,disgust,strong,kids,2,21,male
1197,03-01-07-02-01-02-22,disgust,strong,kids,2,22,female
1198,03-01-07-02-01-02-23,disgust,strong,kids,2,23,male
1199,03-01-07-02-01-02-24,disgust,strong,kids,2,24,female
1200,03-01-07-02-02-01-01,disgust,strong,dogs,1,1,male
1201,03-01-07-02-02-01-02,disgust,strong,dogs,1,2,female
1202,03-01-07-02-02-01-03,disgust,strong,dogs,1,3,male
1203,03-01-07-02-02-01-04,disgust,strong,dogs,1,4,female
1204,03-01-07-02-02-01-05,disgust,strong,dogs,1,5,male
1205,03-01-07-02-02-01-06,disgust,strong,dogs,1,6,female
1206,03-01-07-02-02-01-07,disgust,strong,dogs,1,7,male
1207,03-01-07-02-02-01-08,disgust,strong,dogs,1,8,female
1208,03-01-07-02-02-01-09,disgust,strong,dogs,1,9,male
1209,03-01-07-02-02-01-10,disgust,strong,dogs,1,10,female
1210,03-01-07-02-02-01-11,disgust,strong,dogs,1,11,male
1211,03-01-07-02-02-01-12,disgust,strong,dogs,1,12,female
1212,03-01-07-02-02-01-13,disgust,strong,dogs,1,13,male
1213,03-01-07-02-02-01-14,disgust,strong,dogs,1,14,female
1214,03-01-07-02-02-01-15,disgust,strong,dogs,1,15,male
1215,03-01-07-02-02-01-16,disgust,strong,dogs,1,16,female
1216,03-01-07-02-02-01-17,disgust,strong,dogs,1,17,male
1217,03-01-07-02-02-01-18,disgust,strong,dogs,1,18,female
1218,03-01-07-02-02-01-19,disgust,strong,dogs,1,19,male
1219,03-01-07-02-02-01-20,disgust,strong,dogs,1,20,female
1220,03-01-07-02-02-01-21,disgust,strong,dogs,1,21,male
1221,03-01-07-02-02-01-22,disgust,strong,dogs,1,22,female
1222,03-01-07-02-02-01-23,disgust,strong,dogs,1,23,male
1223,03-01-07-02-02-01-24,disgust,strong,dogs,1,24,female
1224,03-01-07-02-02-02-01,disgust,strong,dogs,2,1,male
1225,03-01-07-02-02-02-02,disgust,strong,dogs,2,2,female
1226,03-01-07-02-02-02-03,disgust,strong,dogs,2,3,male
1227,03-01-07-02-02-02-04,disgust,strong,dogs,2,4,female
1228,03-01-07-02-02-02-05,disgust,strong,dogs,2,5,male
1229,03-01-07-02-02-02-06,disgust,strong,dogs,2,6,female
1230,03-01-07-02-02-02-07,disgust,strong,dogs,2,7,male
1231,03-01-07-02-02-02-08,disgust,strong,dogs,2,8,female
1232,03-01-07-02-02-02-09,disgust,strong,dogs,2,9,male
1233,03-01-07-02-02-02-10,disgust,strong,dogs,2,10,female
1234,03-01-07-02-02-02-11,disgust,strong,dogs,2,11,male
1235,03-01-07-02-02-02-12,disgust,strong,dogs,2,12,female
1236,03-01-07-02-02-02-13,disgust,strong,dogs,2,13,male
1237,03-01-07-02-02-02-14,disgust,strong,dogs,2,14,female
1238,03-01-07-02-02-02-15,disgust,strong,dogs,2,15,male
1239,03-01-07-02-02-02-16,disgust,strong,dogs,2,16,female
1240,03-01-07-02-02-02-17,disgust,strong,dogs,2,17,male
1241,03-01-07-02-02-02-18,disgust,strong,dogs,2,18,female
1242,03-01-07-02-02-02-19,disgust,strong,dogs,2,19,male
1243,03-01-07-02-02-02-20,disgust,strong,dogs,2,20,female
1244,03-01-07-02-02-02-21,disgust,strong,dogs,2,21,male
1245,03-01-07-02-02-02-22,disgust,strong,dogs,2,22,female
1246,03-01-07-02-02-02-23,disgust,strong,dogs,2,23,male
1247,03-01-07-02-02-02-24,disgust,strong,dogs,2,24,female
1248,03-01-08-01-01-01-01,suprised,normal,kids,1,1,male
1249,03-01-08-01-01-01-02,suprised,normal,kids,1,2,female
1250,03-01-08-01-01-01-03,suprised,normal,kids,1,3,male
1251,03-01-08-01-01-01-04,suprised,normal,kids,1,4,female
1252,03-01-08-01-01-01-05,suprised,normal,kids,1,5,male
1253,03-01-08-01-01-01-06,suprised,normal,kids,1,6,female
1254,03-01-08-01-01-01-07,suprised,normal,kids,1,7,male
1255,03-01-08-01-01-01-08,suprised,normal,kids,1,8,female
1256,03-01-08-01-01-01-09,suprised,normal,kids,1,9,male
1257,03-01-08-01-01-01-10,suprised,normal,kids,1,10,female
1258,03-01-08-01-01-01-11,suprised,normal,kids,1,11,male
1259,03-01-08-01-01-01-12,suprised,normal,kids,1,12,female
1260,03-01-08-01-01-01-13,suprised,normal,kids,1,13,male
1261,03-01-08-01-01-01-14,suprised,normal,kids,1,14,female
1262,03-01-08-01-01-01-15,suprised,normal,kids,1,15,male
1263,03-01-08-01-01-01-16,suprised,normal,kids,1,16,female
1264,03-01-08-01-01-01-17,suprised,normal,kids,1,17,male
1265,03-01-08-01-01-01-18,suprised,normal,kids,1,18,female
1266,03-01-08-01-01-01-19,suprised,normal,kids,1,19,male
1267,03-01-08-01-01-01-20,suprised,normal,kids,1,20,female
1268,03-01-08-01-01-01-21,suprised,normal,kids,1,21,male
1269,03-01-08-01-01-01-22,suprised,normal,kids,1,22,female
1270,03-01-08-01-01-01-23,suprised,normal,kids,1,23,male
1271,03-01-08-01-01-01-24,suprised,normal,kids,1,24,female
1272,03-01-08-01-01-02-01,suprised,normal,kids,2,1,male
1273,03-01-08-01-01-02-02,suprised,normal,kids,2,2,female
1274,03-01-08-01-01-02-03,suprised,normal,kids,2,3,male
1275,03-01-08-01-01-02-04,suprised,normal,kids,2,4,female
1276,03-01-08-01-01-02-05,suprised,normal,kids,2,5,male
1277,03-01-08-01-01-02-06,suprised,normal,kids,2,6,female
1278,03-01-08-01-01-02-07,suprised,normal,kids,2,7,male
1279,03-01-08-01-01-02-08,suprised,normal,kids,2,8,female
1280,03-01-08-01-01-02-09,suprised,normal,kids,2,9,male
1281,03-01-08-01-01-02-10,suprised,normal,kids,2,10,female
1282,03-01-08-01-01-02-11,suprised,normal,kids,2,11,male
1283,03-01-08-01-01-02-12,suprised,normal,kids,2,12,female
1284,03-01-08-01-01-02-13,suprised,normal,kids,2,13,male
1285,03-01-08-01-01-02-14,suprised,normal,kids,2,14,female
1286,03-01-08-01-01-02-15,suprised,normal,kids,2,15,male
1287,03-01-08-01-01-02-16,suprised,normal,kids,2,16,female
1288,03-01-08-01-01-02-17,suprised,normal,kids,2,17,male
1289,03-01-08-01-01-02-18,suprised,normal,kids,2,18,female
1290,03-01-08-01-01-02-19,suprised,normal,kids,2,19,male
1291,03-01-08-01-01-02-20,suprised,normal,kids,2,20,female
1292,03-01-08-01-01-02-21,suprised,normal,kids,2,21,male
1293,03-01-08-01-01-02-22,suprised,normal,kids,2,22,female
1294,03-01-08-01-01-02-23,suprised,normal,kids,2,23,male
1295,03-01-08-01-01-02-24,suprised,normal,kids,2,24,female
1296,03-01-08-01-02-01-01,suprised,normal,dogs,1,1,male
1297,03-01-08-01-02-01-02,suprised,normal,dogs,1,2,female
1298,03-01-08-01-02-01-03,suprised,normal,dogs,1,3,male
1299,03-01-08-01-02-01-04,suprised,normal,dogs,1,4,female
1300,03-01-08-01-02-01-05,suprised,normal,dogs,1,5,male
1301,03-01-08-01-02-01-06,suprised,normal,dogs,1,6,female
1302,03-01-08-01-02-01-07,suprised,normal,dogs,1,7,male
